Row ID,Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Customer Name,Segment,Country,City,State,Postal Code,Region,Product ID,Category,Sub-Category,Product Name,Sales,Quantity,Discount,Profit,Month
8921,CA-2014-132983,2014-04-28,2014-05-03,Standard Class,DS-13180,David Smith,Corporate,United States,Jamestown,New York,14701,East,TEC-AC-10000736,Technology,Accessories,Logitech G600 MMO Gaming Mouse,159.98,2,0.0,57.5928,April
9002,CA-2014-103807,2014-12-02,2014-12-09,Standard Class,EM-13825,Elizabeth Moffitt,Corporate,United States,Sandy Springs,Georgia,30328,South,TEC-AC-10000199,Technology,Accessories,Kingston Digital DataTraveler 8GB USB 2.0,5.95,1,0.0,0.833,December
9020,CA-2014-100706,2014-12-16,2014-12-18,Second Class,LE-16810,Laurel Elliston,Consumer,United States,Springfield,Virginia,22153,South,TEC-AC-10001314,Technology,Accessories,Case Logic 2.4GHz Wireless Keyboard,99.98,2,0.0,7.9984,December
9021,CA-2014-100706,2014-12-16,2014-12-18,Second Class,LE-16810,Laurel Elliston,Consumer,United States,Springfield,Virginia,22153,South,FUR-FU-10002268,Furniture,Furnishings,Ultra Door Push Plate,29.46,6,0.0,9.7218,December
9078,US-2014-124625,2014-11-03,2014-11-07,Standard Class,SP-20650,Stephanie Phelps,Corporate,United States,Omaha,Nebraska,68104,Central,TEC-AC-10003280,Technology,Accessories,Belkin F8E887 USB Wired Ergonomic Keyboard,89.97,3,0.0,18.8937,November
9112,CA-2014-132010,2014-10-13,2014-10-15,First Class,MA-17995,Michelle Arnett,Home Office,United States,Richmond,Virginia,23223,South,TEC-AC-10001542,Technology,Accessories,SanDisk Cruzer 16 GB USB Flash Drive,22.96,2,0.0,4.3624,October
9159,CA-2014-134215,2014-08-04,2014-08-08,Standard Class,ML-17395,Marina Lichtenstein,Corporate,United States,Bangor,Maine,4401,East,TEC-AC-10002473,Technology,Accessories,Maxell 4.7GB DVD-R,255.42,9,0.0,104.7222,August
9255,CA-2014-168368,2014-02-11,2014-02-15,Second Class,GA-14725,Guy Armstrong,Consumer,United States,Columbia,Missouri,65203,Central,FUR-CH-10001146,Furniture,Chairs,"Global Value Mid-Back Manager's Chair, Gray",60.89,1,0.0,15.2225,February
9258,CA-2014-168368,2014-02-11,2014-02-15,Second Class,GA-14725,Guy Armstrong,Consumer,United States,Columbia,Missouri,65203,Central,FUR-FU-10002298,Furniture,Furnishings,"Rubbermaid ClusterMat Chairmats, Mat Size- 66"" x 60"", Lip 20"" x 11"" -90 Degree Angle",332.94,3,0.0,53.2704,February
9267,CA-2014-125759,2014-02-08,2014-02-09,First Class,NM-18445,Nathan Mautz,Home Office,United States,North Las Vegas,Nevada,89031,West,FUR-FU-10002111,Furniture,Furnishings,"Master Caster Door Stop, Large Brown",14.56,2,0.0,5.5328,February
9285,CA-2014-161032,2014-11-18,2014-11-23,Standard Class,MK-17905,Michael Kennedy,Corporate,United States,Franklin,Wisconsin,53132,Central,FUR-CH-10001482,Furniture,Chairs,Office Star - Mesh Screen back chair with Vinyl seat,392.94,3,0.0,43.2234,November
9428,CA-2014-167486,2014-11-27,2014-12-01,Standard Class,JO-15145,Jack O'Briant,Corporate,United States,Buffalo,New York,14215,East,FUR-FU-10003268,Furniture,Furnishings,Eldon Radial Chair Mat for Low to Medium Pile Carpets,199.9,5,0.0,39.98,November
9546,CA-2014-166590,2014-10-29,2014-11-02,Standard Class,NC-18625,Noah Childs,Corporate,United States,Columbus,Indiana,47201,Central,TEC-AC-10003433,Technology,Accessories,Maxell 4.7GB DVD+R 5/Pack,1.98,2,0.0,0.891,October
9615,CA-2014-128524,2014-11-11,2014-11-13,First Class,MZ-17515,Mary Zewe,Corporate,United States,Seattle,Washington,98115,West,TEC-AC-10002718,Technology,Accessories,Belkin Standard 104 key USB Keyboard,102.13,7,0.0,15.3195,November
9634,CA-2014-151330,2014-10-14,2014-10-17,First Class,TC-21295,Toby Carlisle,Consumer,United States,Everett,Massachusetts,2149,East,TEC-AC-10000865,Technology,Accessories,WD My Passport Ultra 500GB Portable External Hard Drive,177.0,3,0.0,30.09,October
9636,CA-2014-151330,2014-10-14,2014-10-17,First Class,TC-21295,Toby Carlisle,Consumer,United States,Everett,Massachusetts,2149,East,FUR-CH-10000749,Furniture,Chairs,Office Star - Ergonomic Mid Back Chair with 2-Way Adjustable Arms,1628.82,9,0.0,260.6112,October
9637,CA-2014-124702,2014-11-18,2014-11-25,Standard Class,MH-17785,Maya Herman,Corporate,United States,Seattle,Washington,98105,West,FUR-FU-10003553,Furniture,Furnishings,"Howard Miller 13-1/2"" Diameter Rosebrook Wall Clock",137.54,2,0.0,55.016,November
9638,CA-2014-124702,2014-11-18,2014-11-25,Standard Class,MH-17785,Maya Herman,Corporate,United States,Seattle,Washington,98105,West,FUR-TA-10003008,Furniture,Tables,"Lesro Round Back Collection Coffee Table, End Table",730.2,4,0.0,94.926,November
9649,CA-2014-150518,2014-11-19,2014-11-24,Standard Class,MW-18220,Mitch Webber,Consumer,United States,Coon Rapids,Minnesota,55433,Central,TEC-PH-10002103,Technology,Phones,Jabra SPEAK 410,281.97,3,0.0,78.9516,November
9733,CA-2014-114321,2014-08-20,2014-08-25,Standard Class,NC-18535,Nick Crebassa,Corporate,United States,Hampton,Virginia,23666,South,FUR-CH-10001797,Furniture,Chairs,"Safco Chair Connectors, 6/Carton",500.24,13,0.0,145.0696,August
9762,CA-2014-121762,2014-02-14,2014-02-18,Standard Class,ML-17395,Marina Lichtenstein,Corporate,United States,Seattle,Washington,98103,West,TEC-AC-10000736,Technology,Accessories,Logitech G600 MMO Gaming Mouse,239.97,3,0.0,86.3892,February
9787,US-2014-114377,2014-11-05,2014-11-05,Same Day,BG-11035,Barry Gonzalez,Consumer,United States,Hampton,Virginia,23666,South,FUR-CH-10004754,Furniture,Chairs,"Global Stack Chair with Arms, Black",149.9,5,0.0,40.473,November
9883,CA-2014-153927,2014-08-12,2014-08-13,First Class,LL-16840,Lauren Leatherbury,Consumer,United States,Woodstock,Georgia,30188,South,TEC-AC-10000023,Technology,Accessories,"Maxell 74 Minute CD-R Spindle, 50/Pack",272.61,13,0.0,98.1396,August
9934,CA-2014-166555,2014-07-11,2014-07-14,First Class,JK-15205,Jamie Kunitz,Consumer,United States,Niagara Falls,New York,14304,East,TEC-PH-10004912,Technology,Phones,Cisco SPA112 2 Port Phone Adapter,164.85,3,0.0,47.8065,July
18,CA-2014-167164,2014-05-13,2014-05-15,Second Class,AG-10270,Alejandro Grove,Consumer,United States,West Jordan,Utah,84084,West,OFF-ST-10000107,Office Supplies,Storage,Fellowes Super Stor/Drawer,55.5,2,0.0,9.99,May
47,CA-2014-146703,2014-10-20,2014-10-25,Second Class,PO-18865,Patrick O'Donnell,Consumer,United States,Westland,Michigan,48185,Central,OFF-ST-10001713,Office Supplies,Storage,"Gould Plastics 9-Pocket Panel Bin, 18-3/8w x 5-1/4d x 20-1/2h, Black",211.96,4,0.0,8.4784,October
246,CA-2014-131926,2014-06-01,2014-06-06,Second Class,DW-13480,Dianna Wilson,Home Office,United States,Lakeville,Minnesota,55044,Central,OFF-ST-10002276,Office Supplies,Storage,Safco Steel Mobile File Cart,166.72,2,0.0,41.68,June
247,CA-2014-131926,2014-06-01,2014-06-06,Second Class,DW-13480,Dianna Wilson,Home Office,United States,Lakeville,Minnesota,55044,Central,OFF-PA-10004082,Office Supplies,Paper,"Adams Telephone Message Book w/Frequently-Called Numbers Space, 400 Messages per Book",47.88,6,0.0,23.94,June
248,CA-2014-131926,2014-06-01,2014-06-06,Second Class,DW-13480,Dianna Wilson,Home Office,United States,Lakeville,Minnesota,55044,Central,OFF-AP-10002945,Office Supplies,Appliances,Honeywell Enviracaire Portable HEPA Air Cleaner for 17' x 22' Room,1503.25,5,0.0,496.0725,June
249,CA-2014-131926,2014-06-01,2014-06-06,Second Class,DW-13480,Dianna Wilson,Home Office,United States,Lakeville,Minnesota,55044,Central,OFF-PA-10000061,Office Supplies,Paper,Xerox 205,25.92,4,0.0,12.4416,June
687,CA-2014-157784,2014-07-05,2014-07-08,First Class,MC-17845,Michael Chen,Consumer,United States,Jackson,Mississippi,39212,South,OFF-LA-10001934,Office Supplies,Labels,Avery 516,14.62,2,0.0,6.8714,July
688,CA-2014-157784,2014-07-05,2014-07-08,First Class,MC-17845,Michael Chen,Consumer,United States,Jackson,Mississippi,39212,South,OFF-PA-10000304,Office Supplies,Paper,Xerox 1995,19.44,3,0.0,9.3312,July
692,US-2014-117135,2014-06-21,2014-06-23,Second Class,NP-18325,Naresj Patel,Consumer,United States,Waynesboro,Virginia,22980,South,OFF-ST-10002444,Office Supplies,Storage,Recycled Eldon Regeneration Jumbo File,36.84,3,0.0,10.3152,June
764,CA-2014-162775,2014-01-13,2014-01-15,Second Class,CS-12250,Chris Selesnick,Corporate,United States,Bossier City,Louisiana,71111,South,OFF-EN-10001990,Office Supplies,Envelopes,Staple envelope,11.36,2,0.0,5.3392,January
765,CA-2014-162775,2014-01-13,2014-01-15,Second Class,CS-12250,Chris Selesnick,Corporate,United States,Bossier City,Louisiana,71111,South,OFF-EN-10001532,Office Supplies,Envelopes,Brown Kraft Recycled Envelopes,50.94,3,0.0,25.47,January
767,CA-2014-162775,2014-01-13,2014-01-15,Second Class,CS-12250,Chris Selesnick,Corporate,United States,Bossier City,Louisiana,71111,South,OFF-BI-10004187,Office Supplies,Binders,3-ring staple pack,5.64,3,0.0,2.7072,January
768,CA-2014-162775,2014-01-13,2014-01-15,Second Class,CS-12250,Chris Selesnick,Corporate,United States,Bossier City,Louisiana,71111,South,OFF-ST-10000025,Office Supplies,Storage,Fellowes Stor/Drawer Steel Plus Storage Drawers,572.58,6,0.0,34.3548,January
810,CA-2014-151995,2014-10-13,2014-10-15,First Class,ZC-21910,Zuschuss Carroll,Consumer,United States,Edmonds,Washington,98026,West,OFF-AR-10003190,Office Supplies,Art,Newell 32,11.52,4,0.0,3.2256,October
812,CA-2014-151995,2014-10-13,2014-10-15,First Class,ZC-21910,Zuschuss Carroll,Consumer,United States,Edmonds,Washington,98026,West,OFF-AP-10000240,Office Supplies,Appliances,Belkin F9G930V10-GRY 9 Outlet Surge,213.92,4,0.0,62.0368,October
1155,CA-2014-136567,2014-12-20,2014-12-21,First Class,PS-19045,Penelope Sewall,Home Office,United States,Harrisonburg,Virginia,22801,South,OFF-ST-10004337,Office Supplies,Storage,"SAFCO Commercial Wire Shelving, 72h",122.48,2,0.0,0.0,December
1157,CA-2014-136567,2014-12-20,2014-12-21,First Class,PS-19045,Penelope Sewall,Home Office,United States,Harrisonburg,Virginia,22801,South,OFF-BI-10003982,Office Supplies,Binders,Wilson Jones Century Plastic Molded Ring Binders,62.31,3,0.0,29.2857,December
1376,CA-2014-126361,2014-08-04,2014-08-09,Second Class,VD-21670,Valerie Dominguez,Consumer,United States,Pleasant Grove,Utah,84062,West,OFF-AP-10003590,Office Supplies,Appliances,Hoover WindTunnel Plus Canister Vacuum,1089.75,3,0.0,305.13,August
1377,CA-2014-126361,2014-08-04,2014-08-09,Second Class,VD-21670,Valerie Dominguez,Consumer,United States,Pleasant Grove,Utah,84062,West,OFF-PA-10000806,Office Supplies,Paper,Xerox 1934,447.84,8,0.0,219.4416,August
1378,CA-2014-126361,2014-08-04,2014-08-09,Second Class,VD-21670,Valerie Dominguez,Consumer,United States,Pleasant Grove,Utah,84062,West,OFF-AR-10000896,Office Supplies,Art,Newell 329,16.4,5,0.0,4.264,August
1380,CA-2014-126361,2014-08-04,2014-08-09,Second Class,VD-21670,Valerie Dominguez,Consumer,United States,Pleasant Grove,Utah,84062,West,OFF-ST-10002289,Office Supplies,Storage,"Safco Wire Cube Shelving System, For Use as 4 or 5 14"" Cubes, Black",158.9,5,0.0,7.945,August
1432,CA-2014-120768,2014-12-19,2014-12-21,Second Class,IM-15070,Irene Maddox,Consumer,United States,Florence,Alabama,35630,South,OFF-BI-10001191,Office Supplies,Binders,Canvas Sectional Post Binders,152.76,6,0.0,74.8524,December
1433,CA-2014-120768,2014-12-19,2014-12-21,Second Class,IM-15070,Irene Maddox,Consumer,United States,Florence,Alabama,35630,South,OFF-SU-10004115,Office Supplies,Supplies,Acme Stainless Steel Office Snips,7.27,1,0.0,1.9629,December
1495,CA-2014-123925,2014-12-17,2014-12-19,Second Class,RF-19840,Roy Französisch,Consumer,United States,Columbus,Georgia,31907,South,OFF-AR-10002952,Office Supplies,Art,Stanley Contemporary Battery Pencil Sharpeners,40.05,3,0.0,11.214,December
1553,CA-2014-130274,2014-05-03,2014-05-05,First Class,JS-15940,Joni Sundaresam,Home Office,United States,Appleton,Wisconsin,54915,Central,OFF-LA-10002195,Office Supplies,Labels,Avery 481,21.56,7,0.0,10.3488,May
1565,CA-2014-116239,2014-03-04,2014-03-04,Same Day,CL-12565,Clay Ludtke,Consumer,United States,Columbia,South Carolina,29203,South,OFF-ST-10001370,Office Supplies,Storage,Sensible Storage WireTech Storage Systems,354.9,5,0.0,17.745,March
1746,CA-2014-133270,2014-06-06,2014-06-09,First Class,BM-11785,Bryan Mills,Consumer,United States,Rochester,New York,14609,East,OFF-AR-10002656,Office Supplies,Art,Sanford Liquid Accent Highlighters,13.36,2,0.0,4.9432,June
1793,CA-2014-120474,2014-12-01,2014-12-03,First Class,RP-19390,Resi Pölking,Consumer,United States,Madison,Wisconsin,53711,Central,OFF-AR-10000475,Office Supplies,Art,"Hunt BOSTON Vista Battery-Operated Pencil Sharpener, Black",46.64,4,0.0,12.5928,December
1836,CA-2014-141278,2014-06-21,2014-06-24,First Class,RM-19375,Raymond Messe,Consumer,United States,Meriden,Connecticut,6450,East,OFF-AR-10003056,Office Supplies,Art,Newell 341,21.4,5,0.0,6.206,June
1976,CA-2014-110408,2014-10-18,2014-10-20,Second Class,AS-10225,Alan Schoenberger,Corporate,United States,Montgomery,Alabama,36116,South,OFF-ST-10001522,Office Supplies,Storage,"Gould Plastics 18-Pocket Panel Bin, 34w x 5-1/4d x 20-1/2h",275.97,3,0.0,11.0388,October
1998,CA-2014-131905,2014-02-06,2014-02-09,First Class,ND-18460,Neil Ducich,Corporate,United States,Chesapeake,Virginia,23320,South,OFF-LA-10002787,Office Supplies,Labels,Avery 480,15.0,4,0.0,7.2,February
2130,US-2014-114188,2014-05-20,2014-05-22,Second Class,RF-19345,Randy Ferguson,Corporate,United States,Dover,New Hampshire,3820,East,OFF-AP-10000124,Office Supplies,Appliances,Acco 6 Outlet Guardian Basic Surge Suppressor,33.28,4,0.0,9.3184,May
2131,US-2014-114188,2014-05-20,2014-05-22,Second Class,RF-19345,Randy Ferguson,Corporate,United States,Dover,New Hampshire,3820,East,OFF-AR-10004511,Office Supplies,Art,"Sanford Colorific Scented Colored Pencils, 12/Pack",38.52,9,0.0,11.9412,May
2157,CA-2014-124646,2014-06-22,2014-06-24,First Class,DV-13465,Dianna Vittorini,Consumer,United States,Minneapolis,Minnesota,55407,Central,OFF-ST-10001097,Office Supplies,Storage,Office Impressions Heavy Duty Welded Shelving & Multimedia Storage Drawers,501.81,3,0.0,0.0,June
2158,CA-2014-124646,2014-06-22,2014-06-24,First Class,DV-13465,Dianna Vittorini,Consumer,United States,Minneapolis,Minnesota,55407,Central,OFF-ST-10001469,Office Supplies,Storage,Fellowes Bankers Box Recycled Super Stor/Drawer,161.94,3,0.0,9.7164,June
2211,CA-2014-125556,2014-11-14,2014-11-16,Second Class,ML-17410,Maris LaWare,Consumer,United States,Fairfield,Connecticut,6824,East,OFF-BI-10003460,Office Supplies,Binders,Acco 3-Hole Punch,43.8,10,0.0,21.024,November
2623,CA-2014-164861,2014-12-03,2014-12-06,Second Class,MC-17635,Matthew Clasen,Corporate,United States,Saint Louis,Missouri,63116,Central,OFF-PA-10001972,Office Supplies,Paper,Xerox 214,25.92,4,0.0,12.4416,December
2647,CA-2014-131002,2014-09-07,2014-09-12,Second Class,TB-21400,Tom Boeckenhauer,Consumer,United States,Tulsa,Oklahoma,74133,Central,OFF-BI-10000948,Office Supplies,Binders,"GBC Laser Imprintable Binding System Covers, Desert Sand",42.81,3,0.0,20.1207,September
2648,CA-2014-131002,2014-09-07,2014-09-12,Second Class,TB-21400,Tom Boeckenhauer,Consumer,United States,Tulsa,Oklahoma,74133,Central,OFF-PA-10000223,Office Supplies,Paper,Xerox 2000,12.96,2,0.0,6.2208,September
2671,CA-2014-126403,2014-09-09,2014-09-12,Second Class,RR-19525,Rick Reed,Corporate,United States,Lowell,Massachusetts,1852,East,OFF-PA-10001144,Office Supplies,Paper,Xerox 1913,166.44,3,0.0,79.8912,September
2673,CA-2014-126403,2014-09-09,2014-09-12,Second Class,RR-19525,Rick Reed,Corporate,United States,Lowell,Massachusetts,1852,East,OFF-PA-10004665,Office Supplies,Paper,Advantus Motivational Note Cards,26.2,2,0.0,12.838,September
2674,CA-2014-126403,2014-09-09,2014-09-12,Second Class,RR-19525,Rick Reed,Corporate,United States,Lowell,Massachusetts,1852,East,OFF-ST-10000078,Office Supplies,Storage,Tennsco 6- and 18-Compartment Lockers,1325.85,5,0.0,238.653,September
2761,CA-2014-129574,2014-05-26,2014-05-29,First Class,Dp-13240,Dean percer,Home Office,United States,Murray,Utah,84107,West,OFF-PA-10002893,Office Supplies,Paper,"Wirebound Service Call Books, 5 1/2"" x 4""",48.4,5,0.0,23.232,May
2791,CA-2014-125514,2014-09-21,2014-09-22,First Class,BM-11650,Brian Moss,Corporate,United States,Omaha,Nebraska,68104,Central,OFF-AP-10000358,Office Supplies,Appliances,Fellowes Basic Home/Office Series Surge Protectors,25.96,2,0.0,7.5284,September
2792,CA-2014-125514,2014-09-21,2014-09-22,First Class,BM-11650,Brian Moss,Corporate,United States,Omaha,Nebraska,68104,Central,OFF-AP-10003281,Office Supplies,Appliances,Acco 6 Outlet Guardian Standard Surge Suppressor,36.27,3,0.0,10.881,September
2793,CA-2014-125514,2014-09-21,2014-09-22,First Class,BM-11650,Brian Moss,Corporate,United States,Omaha,Nebraska,68104,Central,OFF-PA-10000029,Office Supplies,Paper,Xerox 224,6.48,1,0.0,3.1104,September
2892,CA-2014-142727,2014-04-29,2014-05-01,Second Class,HG-14845,Harry Greene,Consumer,United States,Lake Charles,Louisiana,70601,South,OFF-BI-10000136,Office Supplies,Binders,Avery Non-Stick Heavy Duty View Round Locking Ring Binders,17.94,3,0.0,8.6112,April
2925,CA-2014-157721,2014-09-02,2014-09-05,First Class,JM-16195,Justin MacKendrick,Consumer,United States,Watertown,New York,13601,East,OFF-AP-10001303,Office Supplies,Appliances,"Holmes Cool Mist Humidifier for the Whole House with 8-Gallon Output per Day, Extended Life Filter",19.9,1,0.0,8.955,September
3277,CA-2014-102988,2014-04-05,2014-04-09,Second Class,GM-14695,Greg Maxwell,Corporate,United States,Alexandria,Virginia,22304,South,OFF-AR-10004757,Office Supplies,Art,Crayola Colored Pencils,22.96,7,0.0,7.5768,April
3279,CA-2014-102988,2014-04-05,2014-04-09,Second Class,GM-14695,Greg Maxwell,Corporate,United States,Alexandria,Virginia,22304,South,OFF-PA-10003349,Office Supplies,Paper,Xerox 1957,12.96,2,0.0,6.3504,April
3280,CA-2014-102988,2014-04-05,2014-04-09,Second Class,GM-14695,Greg Maxwell,Corporate,United States,Alexandria,Virginia,22304,South,OFF-AR-10000127,Office Supplies,Art,Newell 321,22.96,7,0.0,6.6584,April
3281,CA-2014-102988,2014-04-05,2014-04-09,Second Class,GM-14695,Greg Maxwell,Corporate,United States,Alexandria,Virginia,22304,South,OFF-SU-10002881,Office Supplies,Supplies,Martin Yale Chadless Opener Electric Letter Opener,4164.05,5,0.0,83.281,April
3538,CA-2014-158771,2014-05-09,2014-05-09,Same Day,SB-20290,Sean Braxton,Corporate,United States,Henderson,Kentucky,42420,South,OFF-ST-10000107,Office Supplies,Storage,Fellowes Super Stor/Drawer,83.25,3,0.0,14.985,May
3539,CA-2014-158771,2014-05-09,2014-05-09,Same Day,SB-20290,Sean Braxton,Corporate,United States,Henderson,Kentucky,42420,South,OFF-LA-10001641,Office Supplies,Labels,Avery 518,9.45,3,0.0,4.536,May
3540,CA-2014-158771,2014-05-09,2014-05-09,Same Day,SB-20290,Sean Braxton,Corporate,United States,Henderson,Kentucky,42420,South,OFF-LA-10003121,Office Supplies,Labels,Avery 506,20.65,5,0.0,9.499,May
3541,CA-2014-158771,2014-05-09,2014-05-09,Same Day,SB-20290,Sean Braxton,Corporate,United States,Henderson,Kentucky,42420,South,OFF-PA-10002689,Office Supplies,Paper,Weyerhaeuser First Choice Laser/Copy Paper (20Lb. and 88 Bright),45.36,7,0.0,21.7728,May
3715,CA-2014-135608,2014-12-08,2014-12-10,Second Class,JK-15625,Jim Karlsson,Consumer,United States,Olympia,Washington,98502,West,OFF-PA-10001954,Office Supplies,Paper,Xerox 1964,45.68,2,0.0,21.0128,December
3745,CA-2014-113047,2014-10-24,2014-10-24,Same Day,AP-10915,Arthur Prichep,Consumer,United States,Rock Hill,South Carolina,29730,South,OFF-FA-10002763,Office Supplies,Fasteners,Advantus Map Pennant Flags and Round Head Tacks,11.85,3,0.0,3.792,October
4204,CA-2014-145387,2014-10-31,2014-11-02,Second Class,AM-10705,Anne McFarland,Consumer,United States,Cranston,Rhode Island,2920,East,OFF-AR-10001683,Office Supplies,Art,Lumber Crayons,49.25,5,0.0,18.715,October
4205,CA-2014-145387,2014-10-31,2014-11-02,Second Class,AM-10705,Anne McFarland,Consumer,United States,Cranston,Rhode Island,2920,East,OFF-PA-10002195,Office Supplies,Paper,"RSVP Cards & Envelopes, Blank White, 8-1/2"" X 11"", 24 Cards/25 Envelopes/Set",10.16,2,0.0,4.7752,October
4207,CA-2014-145387,2014-10-31,2014-11-02,Second Class,AM-10705,Anne McFarland,Consumer,United States,Cranston,Rhode Island,2920,East,OFF-BI-10004001,Office Supplies,Binders,GBC Recycled VeloBinder Covers,34.08,2,0.0,15.6768,October
4212,CA-2014-166457,2014-05-05,2014-05-09,Second Class,PF-19120,Peter Fuller,Consumer,United States,Richmond,Kentucky,40475,South,OFF-PA-10003016,Office Supplies,Paper,"Adams ""While You Were Out"" Message Pads",9.42,3,0.0,4.239,May
4213,CA-2014-166457,2014-05-05,2014-05-09,Second Class,PF-19120,Peter Fuller,Consumer,United States,Richmond,Kentucky,40475,South,OFF-AR-10003651,Office Supplies,Art,Newell 350,6.56,2,0.0,1.9024,May
4214,CA-2014-166457,2014-05-05,2014-05-09,Second Class,PF-19120,Peter Fuller,Consumer,United States,Richmond,Kentucky,40475,South,OFF-PA-10001363,Office Supplies,Paper,Xerox 1933,24.56,2,0.0,11.5432,May
4283,CA-2014-103100,2014-12-20,2014-12-23,First Class,AB-10105,Adrian Barton,Consumer,United States,Indianapolis,Indiana,46203,Central,OFF-LA-10003720,Office Supplies,Labels,Avery 487,3.69,1,0.0,1.7343,December
4284,CA-2014-103100,2014-12-20,2014-12-23,First Class,AB-10105,Adrian Barton,Consumer,United States,Indianapolis,Indiana,46203,Central,OFF-BI-10004600,Office Supplies,Binders,Ibico Ibimaster 300 Manual Binding System,1103.97,3,0.0,496.7865,December
4321,CA-2014-152345,2014-12-29,2015-01-03,Second Class,ST-20530,Shui Tom,Consumer,United States,Albuquerque,New Mexico,87105,West,OFF-ST-10003123,Office Supplies,Storage,Fellowes Bases and Tops For Staxonsteel/High-Stak Systems,33.29,1,0.0,7.9896,December
4341,US-2014-129609,2014-03-22,2014-03-22,Same Day,VM-21835,Vivian Mathis,Consumer,United States,Portage,Indiana,46368,Central,OFF-AR-10003478,Office Supplies,Art,"Avery Hi-Liter EverBold Pen Style Fluorescent Highlighters, 4/Pack",16.28,2,0.0,6.512,March
4906,US-2014-146353,2014-10-14,2014-10-16,Second Class,JE-15610,Jim Epp,Corporate,United States,Concord,New Hampshire,3301,East,OFF-BI-10003476,Office Supplies,Binders,Avery Metallic Poly Binders,22.92,4,0.0,11.0016,October
4907,US-2014-146353,2014-10-14,2014-10-16,Second Class,JE-15610,Jim Epp,Corporate,United States,Concord,New Hampshire,3301,East,OFF-ST-10001469,Office Supplies,Storage,Fellowes Bankers Box Recycled Super Stor/Drawer,269.9,5,0.0,16.194,October
4955,CA-2014-160262,2014-06-09,2014-06-13,Second Class,TS-21205,Thomas Seio,Corporate,United States,North Las Vegas,Nevada,89031,West,OFF-AR-10002335,Office Supplies,Art,DIXON Oriole Pencils,18.06,7,0.0,4.6956,June
4956,CA-2014-160262,2014-06-09,2014-06-13,Second Class,TS-21205,Thomas Seio,Corporate,United States,North Las Vegas,Nevada,89031,West,OFF-PA-10003641,Office Supplies,Paper,Xerox 1909,79.14,3,0.0,36.4044,June
4963,CA-2014-156587,2014-03-07,2014-03-08,First Class,AB-10015,Aaron Bergman,Consumer,United States,Seattle,Washington,98103,West,OFF-AR-10001427,Office Supplies,Art,Newell 330,17.94,3,0.0,4.6644,March
4964,CA-2014-156587,2014-03-07,2014-03-08,First Class,AB-10015,Aaron Bergman,Consumer,United States,Seattle,Washington,98103,West,OFF-ST-10002344,Office Supplies,Storage,"Carina 42""Hx23 3/4""W Media Storage Unit",242.94,3,0.0,4.8588,March
5194,CA-2014-101560,2014-11-28,2014-12-01,Second Class,CS-12250,Chris Selesnick,Corporate,United States,Columbia,South Carolina,29203,South,OFF-PA-10001363,Office Supplies,Paper,Xerox 1933,85.96,7,0.0,40.4012,November
5195,CA-2014-101560,2014-11-28,2014-12-01,Second Class,CS-12250,Chris Selesnick,Corporate,United States,Columbia,South Carolina,29203,South,OFF-AR-10004757,Office Supplies,Art,Crayola Colored Pencils,13.12,4,0.0,4.3296,November
5196,CA-2014-101560,2014-11-28,2014-12-01,Second Class,CS-12250,Chris Selesnick,Corporate,United States,Columbia,South Carolina,29203,South,OFF-BI-10000309,Office Supplies,Binders,"GBC Twin Loop Wire Binding Elements, 9/16"" Spine, Black",45.66,3,0.0,22.3734,November
5396,CA-2014-104829,2014-11-18,2014-11-21,Second Class,JG-15805,John Grady,Corporate,United States,Provo,Utah,84604,West,OFF-PA-10003016,Office Supplies,Paper,"Adams ""While You Were Out"" Message Pads",21.98,7,0.0,9.891,November
5418,CA-2014-132542,2014-10-06,2014-10-08,Second Class,AM-10360,Alice McCarthy,Corporate,United States,Omaha,Nebraska,68104,Central,OFF-BI-10004099,Office Supplies,Binders,GBC VeloBinder Strips,15.36,2,0.0,7.68,October
5593,CA-2014-164742,2014-10-13,2014-10-18,Second Class,ML-17395,Marina Lichtenstein,Corporate,United States,Lakewood,New Jersey,8701,East,OFF-BI-10004738,Office Supplies,Binders,Flexible Leather- Look Classic Collection Ring Binder,18.94,1,0.0,9.47,October
5819,CA-2014-124730,2014-11-26,2014-11-26,Same Day,LS-17245,Lynn Smith,Consumer,United States,Utica,New York,13501,East,OFF-LA-10001158,Office Supplies,Labels,"Avery Address/Shipping Labels for Typewriters, 4"" x 2""",93.15,9,0.0,44.712,November
5820,CA-2014-124730,2014-11-26,2014-11-26,Same Day,LS-17245,Lynn Smith,Consumer,United States,Utica,New York,13501,East,OFF-LA-10001613,Office Supplies,Labels,Avery File Folder Labels,11.52,4,0.0,5.6448,November
5865,US-2014-117968,2014-08-05,2014-08-07,Second Class,RS-19420,Ricardo Sperren,Corporate,United States,Meriden,Connecticut,6450,East,OFF-AP-10002765,Office Supplies,Appliances,Fellowes Advanced Computer Series Surge Protectors,79.47,3,0.0,22.2516,August
5866,US-2014-117968,2014-08-05,2014-08-07,Second Class,RS-19420,Ricardo Sperren,Corporate,United States,Meriden,Connecticut,6450,East,OFF-AR-10004165,Office Supplies,Art,"Binney & Smith inkTank Erasable Pocket Highlighter, Chisel Tip, Yellow",4.56,2,0.0,2.0064,August
